100, 2.34806 ,0, 2.3488, 0 ,2.3488, 0 ,2.3488
100, 2.23798 ,0.501275, 2.31181, 0.501275 ,2.31181, 0.501275 ,2.31181
100, 2.09329 ,0.501275, 2.3728, 0.501275 ,2.3728, 0.501275 ,2.3728
100, 2.4419 ,-0.501275, 2.34036, -0.501275 ,2.34036, -0.501275 ,2.34036
100, 2.65076 ,0.501275, 2.31112, 0.501275 ,2.31112, 0.501275 ,2.31112
100, 0.938007 ,0.501275, 2.37648, 0.501275 ,2.37648, 0.501275 ,2.37648
100, 2.13686 ,-0.501275, 2.35108, -0.501275 ,2.35108, -0.501275 ,2.35108
100, 1.10146 ,-0.501275, 2.30681, -0.501275 ,2.30681, -0.501275 ,2.30681
100, 2.53543 ,0.501275, 2.36409, 0.501275 ,2.36409, 0.501275 ,2.36409
100, 2.67659 ,-0.501275, 2.37486, -0.501275 ,2.37486, -0.501275 ,2.37486
100, 2.31915 ,-0.501275, 2.32252, -0.501275 ,2.32252, -0.501275 ,2.32252
100, 2.19614 ,0.501275, 2.33068, 0.501275 ,2.33068, 0.501275 ,2.33068
100, 2.13701 ,0.501275, 2.3825, 0.501275 ,2.3825, 0.501275 ,2.3825
100, 2.10105 ,-0.501275, 2.37555, -0.501275 ,2.37555, -0.501275 ,2.37555
100, 2.22422 ,-0.501275, 2.3256, 0 ,2.32479, -0.501275 ,2.3256
100, 2.71582 ,0.501275, 2.33132, 0 ,2.32971, 0.501275 ,2.33132
100, 2.41653 ,0.501275, 2.38452, 0 ,2.38695, 0.501275 ,2.38452
100, 0.624994 ,-0.501275, 2.39669, 0 ,2.39566, -0.501275 ,2.39669
100, 2.34955 ,-0.501275, 2.35772, 0 ,2.35355, -0.501275 ,2.35772
100, 1.90673 ,-0.501275, 2.33314, 0 ,2.33578, -0.501275 ,2.33314
100, 1.83203 ,0.501275, 2.35307, 0 ,2.35832, 0.501275 ,2.35307
100, 2.03667 ,0.501275, 2.39409, 0 ,2.3939, 0 ,2.39477
100, 2.19346 ,0.501275, 2.41391, 0 ,2.41147, 0 ,2.41591
100, 2.26033 ,-0.501275, 2.39417, 0 ,2.39181, 0 ,2.39296
100, 2.25754 ,-0.501275, 2.36032, 0 ,2.35529, 0 ,2.35741
100, 2.21356 ,-0.501275, 2.34744, 0 ,2.34372, 0 ,2.34866
100, 2.15131 ,0.501275, 2.36504, 0 ,2.36871, 0 ,2.36983
